"","list_name","name","label_english","label_french","filter_admin1","filter_admin2","filter_admin3","filter_admin4"
"497","l_etc_access_to_phone","feature_phone","Feature phone (basic internet access, some preinstalled apps, no app store, physical keyboard)","Téléphone numérique (accès basique à l'internet, applications pré-installées, pas de possibilité de télécharger des applications, clavier digital)",NA,NA,NA,NA
"498","l_etc_access_to_phone","smartphone","Smartphone (touchscreen, app store, advanced internet access)","Smartphone (écran tactile, possibilité de télécharger des applications, accès internet avancé",NA,NA,NA,NA
"499","l_etc_access_to_phone","dnk","Don't know","Ne sait pas",NA,NA,NA,NA
"500","l_etc_access_to_phone","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"501",NA,NA,NA,NA,NA,NA,NA,NA
"502","l_etc_coverage_network_type","no_coverage","No coverage at all","Pas de couverture réseau du tout",NA,NA,NA,NA
"503","l_etc_coverage_network_type","only_sms","Only sms","Couverture pour SMS uniquement",NA,NA,NA,NA
"504","l_etc_coverage_network_type","only_voice","Only voice","Couverture pour appels uniquement",NA,NA,NA,NA
"505","l_etc_coverage_network_type","voice_sms","Voice and SMS coverage","Couverture pour appels et SMS",NA,NA,NA,NA
"506","l_etc_coverage_network_type","only_internet","Only internet","Couverture pour internet uniquement",NA,NA,NA,NA
"507","l_etc_coverage_network_type","voice_sms_internet","Voice, SMS and Internet (apps, websites, services such as WhatsApp, Facebook, and other similar) coverage","Couverture pour appels, sms et internet (applications, sites internets, whatsapp, facebook et autres services similaires)",NA,NA,NA,NA
"508","l_etc_coverage_network_type","dnk","Don't know","Ne sait pas",NA,NA,NA,NA
"509","l_etc_coverage_network_type","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"510","l_cm_income_source_cat","emergency","Emergency","Urgence",NA,NA,NA,NA
"511","l_cm_income_source_cat","unstable","Unstable","Instable",NA,NA,NA,NA
"512","l_cm_income_source_cat","stable","Stable","Stable",NA,NA,NA,NA
"513","l_cm_income_source_cat","other","Other","Autre",NA,NA,NA,NA
"514",NA,NA,NA,NA,NA,NA,NA,NA
"515","l_aap_received_assistance","no","No","Non",NA,NA,NA,NA
"516","l_aap_received_assistance","past_30d","Yes, in the past 30 days","Oui, dans les 30 derniers jours",NA,NA,NA,NA
"517","l_aap_received_assistance","1_3_months","Yes, in the past 1-3 months","Oui, dans les 1-3 derniers mois",NA,NA,NA,NA
"518","l_aap_received_assistance","4_6_months","Yes, in the past 4-6 months","Oui, dans les 4-6 derniers mois",NA,NA,NA,NA
"519","l_aap_received_assistance","7_12_months","Yes, in the past 7-12 months","Oui, dans les 7-12 derniers mois",NA,NA,NA,NA
"520","l_aap_received_assistance","undefined","Undefined","Non défini",NA,NA,NA,NA
"521",NA,NA,NA,NA,NA,NA,NA,NA
"522","l_snfi_shelter_issue_cat","none","No issue","Aucun problème",NA,NA,NA,NA
"523","l_snfi_shelter_issue_cat","1_to_3","1 to 3 issues","1 à 3 problèmes",NA,NA,NA,NA
"524","l_snfi_shelter_issue_cat","4_to_6","4 to 6 issues","4 à 6 problèmes",NA,NA,NA,NA
"525","l_snfi_shelter_issue_cat","7_to_8","7 to 8 issues","7 à 8 problèmes",NA,NA,NA,NA
"526","l_snfi_shelter_issue_cat","undefined","Undefined","Non défini",NA,NA,NA,NA
"527",NA,NA,NA,NA,NA,NA,NA,NA
"528","l_snfi_shelter_issue_n","-999","Undefined","Non défini",NA,NA,NA,NA
"529","l_snfi_shelter_issue_n","0","No issue","Aucun problème",NA,NA,NA,NA
"530","l_snfi_shelter_issue_n","1","1 issue","1 problème",NA,NA,NA,NA
"531","l_snfi_shelter_issue_n","2","2 issues","2 problèmes",NA,NA,NA,NA
"532","l_snfi_shelter_issue_n","3","3 issues","3 problèmes",NA,NA,NA,NA
"533","l_snfi_shelter_issue_n","4","4 issues","4 problèmes",NA,NA,NA,NA
"534","l_snfi_shelter_issue_n","5","5 issues","5 problèmes",NA,NA,NA,NA
"535","l_snfi_shelter_issue_n","6","6 issues","6 problèmes",NA,NA,NA,NA
"536","l_snfi_shelter_issue_n","7","7 issues","7 problèmes",NA,NA,NA,NA
"537","l_snfi_shelter_issue_n","8","8 issues","8 problèmes",NA,NA,NA,NA
"538",NA,NA,NA,NA,NA,NA,NA,NA
"539","l_snfi_shelter_type_cat","none","None","Aucun",NA,NA,NA,NA
"540","l_snfi_shelter_type_cat","inadequate","Inadequate","Inadéquat",NA,NA,NA,NA
"541","l_snfi_shelter_type_cat","adequate","Adequate","Adéquat",NA,NA,NA,NA
"542","l_snfi_shelter_type_cat","undefined","Undefined","Non défini",NA,NA,NA,NA
"543",NA,NA,NA,NA,NA,NA,NA,NA
"544","l_snfi_fds_cannot_cat","none","None","Aucune",NA,NA,NA,NA
"545","l_snfi_fds_cannot_cat","1_task","1 task","1 tâche",NA,NA,NA,NA
"546","l_snfi_fds_cannot_cat","2_to_3_tasks","2 to 3 tasks","2 à 3 tâches",NA,NA,NA,NA
"547","l_snfi_fds_cannot_cat","4_to_5 tasks","4 to 5 tasks","4 à 5 tâches",NA,NA,NA,NA
"548",NA,NA,NA,NA,NA,NA,NA,NA
"549","l_wash_sharing_sanitation_facility_n_ind","50_and_above","50 and above","50 et plus",NA,NA,NA,NA
"550","l_wash_sharing_sanitation_facility_n_ind","20_to_49","20 to 49","20 à 49",NA,NA,NA,NA
"551","l_wash_sharing_sanitation_facility_n_ind","19_and_below","19 and below","19 et moins",NA,NA,NA,NA
"552",NA,NA,NA,NA,NA,NA,NA,NA
"553","l_wash_sharing_sanitation_facility_cat","shared","Shared","Partagé",NA,NA,NA,NA
"554","l_wash_sharing_sanitation_facility_cat","not_shared","Not shared","Non partagé",NA,NA,NA,NA
"555","l_wash_sharing_sanitation_facility_cat","undefined","Undefined","Non défini",NA,NA,NA,NA
"556","l_wash_sharing_sanitation_facility_cat","not_applicable","Not applicable","Non applicable",NA,NA,NA,NA
"557",NA,NA,NA,NA,NA,NA,NA,NA
"558","l_wash_sanitation_facility_cat","none","None","Aucune",NA,NA,NA,NA
"559","l_wash_sanitation_facility_cat","unimproved","Unimproved","Non améliorée",NA,NA,NA,NA
"560","l_wash_sanitation_facility_cat","improved","Improved","Améliorée",NA,NA,NA,NA
"561","l_wash_sanitation_facility_cat","undefined","Undefined","Non défini",NA,NA,NA,NA
"562",NA,NA,NA,NA,NA,NA,NA,NA
"563","l_wash_sanitation_facility_jmp_cat","open_defecation","Open defecation","Défécation à l’air libre",NA,NA,NA,NA
"564","l_wash_sanitation_facility_jmp_cat","unimproved","Unimproved","Non améliorée",NA,NA,NA,NA
"565","l_wash_sanitation_facility_jmp_cat","limited","Limited","Limité",NA,NA,NA,NA
"566","l_wash_sanitation_facility_jmp_cat","basic","Basic","Basique",NA,NA,NA,NA
"567","l_wash_sanitation_facility_jmp_cat","undefined","Undefined","Non défini",NA,NA,NA,NA
"568",NA,NA,NA,NA,NA,NA,NA,NA
"569","l_wash_handwashing_facility_jmp_cat","no_facility","No facility","Pas de dispositif",NA,NA,NA,NA
"570","l_wash_handwashing_facility_jmp_cat","limited","Limited","Limité",NA,NA,NA,NA
"571","l_wash_handwashing_facility_jmp_cat","basic","Basic","Basique",NA,NA,NA,NA
"572","l_wash_handwashing_facility_jmp_cat","undefined","Undefined","Non défini",NA,NA,NA,NA
"573",NA,NA,NA,NA,NA,NA,NA,NA
"574","l_hlp_occupancy_cat","high_risk","High risk","Risque fort",NA,NA,NA,NA
"575","l_hlp_occupancy_cat","medium_risk","Medium risk","Risque moyen",NA,NA,NA,NA
"576","l_hlp_occupancy_cat","low_risk","Low risk","Risque faible",NA,NA,NA,NA
"577","l_hlp_occupancy_cat","undefined","Undefined","Non defini",NA,NA,NA,NA
"578",NA,NA,NA,NA,NA,NA,NA,NA
"579","l_wash_drinking_water_time_threshold_cat","premises","Premises","Sur place",NA,NA,NA,NA
"580","l_wash_drinking_water_time_threshold_cat","above_30min","Above 30 minutes","Au-dessus de 30 minutes",NA,NA,NA,NA
"581","l_wash_drinking_water_time_threshold_cat","under_30min","Under 30 minutes","En dessous de 30 minutes",NA,NA,NA,NA
"582","l_wash_drinking_water_time_threshold_cat","undefined","Undefined","Non défini",NA,NA,NA,NA
"583",NA,NA,NA,NA,NA,NA,NA,NA
"584","l_wash_drinking_water_time_cat","premises","Premises","Sur place",NA,NA,NA,NA
"585","l_wash_drinking_water_time_cat","under_30_min","Under 30 minutes","Moins de 30 minutes",NA,NA,NA,NA
"586","l_wash_drinking_water_time_cat","30min_1hr","30 minutes to 1 hour","30 minutes à une heure",NA,NA,NA,NA
"587","l_wash_drinking_water_time_cat","more_than_1hr","More than 1 hour","Plus d'une heure",NA,NA,NA,NA
"588","l_wash_drinking_water_time_cat","undefined","Undefined","Non défini",NA,NA,NA,NA
"589",NA,NA,NA,NA,NA,NA,NA,NA
"590","l_wash_drinking_water_source","surface_water","Surface water","Eau de surface",NA,NA,NA,NA
"591","l_wash_drinking_water_source","unimproved","Unimproved","Non améliorée",NA,NA,NA,NA
"592","l_wash_drinking_water_source","improved","Improved","Amélioré",NA,NA,NA,NA
"593","l_wash_drinking_water_source","undefined","Undefined","Non défini",NA,NA,NA,NA
"594",NA,NA,NA,NA,NA,NA,NA,NA
"595","l_age_cat","(0, 5]","0-5","0-5",NA,NA,NA,NA
"596","l_age_cat","(5, 10]","6-10","6-10",NA,NA,NA,NA
"597","l_age_cat","(10,15]","10-15","10-15",NA,NA,NA,NA
"598","l_age_cat","(15,20]","16-20","16-20",NA,NA,NA,NA
"599","l_age_cat","(20,25]","21-25","21-25",NA,NA,NA,NA
"600","l_age_cat","(25,30]","26-30","26-30",NA,NA,NA,NA
"601","l_age_cat","(30,35]","31-35","31-35",NA,NA,NA,NA
"602","l_age_cat","(35,40]","36-40","36-40",NA,NA,NA,NA
"603","l_age_cat","(40,45]","41-45","41-45",NA,NA,NA,NA
"604","l_age_cat","(45,50]","46-50","46-50",NA,NA,NA,NA
"605","l_age_cat","(50,55]","51-55","51-55",NA,NA,NA,NA
"606","l_age_cat","(55,60]","56-60","56-60",NA,NA,NA,NA
"607","l_age_cat","(60,65]","61-65","61-65",NA,NA,NA,NA
"608","l_age_cat","(65,70]","66-70","66-70",NA,NA,NA,NA
"609","l_age_cat","(70,75]","71-75","71-75",NA,NA,NA,NA
"610","l_age_cat","(75,80]","76-80","76-80",NA,NA,NA,NA
"611","l_age_cat","(80,85]","81-85","81-85",NA,NA,NA,NA
"612","l_age_cat","(85,90]","86-90","86-90",NA,NA,NA,NA
"613","l_age_cat","(90,95]","91-95","91-95",NA,NA,NA,NA
"614","l_age_cat","(95,100]","96-100","96-100",NA,NA,NA,NA
"615","l_age_cat","(100,105]","101-105","101-105",NA,NA,NA,NA
"616","l_age_cat","(105,110]","106-110","106-110",NA,NA,NA,NA
"617","l_age_cat","(110,115]","111-115","111-115",NA,NA,NA,NA
"618","l_age_cat","(115,120]","116-120","116-120",NA,NA,NA,NA
"619",NA,NA,NA,NA,NA,NA,NA,NA
"620","l_age_18_cat","below_18","17 and below","17 et moins",NA,NA,NA,NA
"621","l_age_18_cat","above_18","18 and above","18 et plus",NA,NA,NA,NA
"622",NA,NA,NA,NA,NA,NA,NA,NA
"623","l_age_18_cat_d","1","18 and above","18 et plus",NA,NA,NA,NA
"624","l_age_18_cat_d","0","17 and below","17 et moins",NA,NA,NA,NA
"625",NA,NA,NA,NA,NA,NA,NA,NA
"626","l_binary_0_1","0","0","0",NA,NA,NA,NA
"627","l_binary_0_1","1","1","1",NA,NA,NA,NA
"628",NA,NA,NA,NA,NA,NA,NA,NA
"629","l_health_ind_healthcare_needed_cat","no_need","No, no need","Non, aucun besoin",NA,NA,NA,NA
"630","l_health_ind_healthcare_needed_cat","yes_unmet_need","Yes, need was not met","Oui, les soins n'ont pas été obtenus",NA,NA,NA,NA
"631","l_health_ind_healthcare_needed_cat","yes_met_need","Yes, need was met","Oui, les soins ont été obtenus",NA,NA,NA,NA
"632",NA,NA,NA,NA,NA,NA,NA,NA
"633","l_prot_child_sep_cat","none","No separated children","Aucun enfant séparé",NA,NA,NA,NA
"634","l_prot_child_sep_cat","at_least_one_very_severe","At least one very severe reason","Au moins une raison très grave",NA,NA,NA,NA
"635","l_prot_child_sep_cat","at_least_one_severe","At least one severe reason","Au moins une raison grave",NA,NA,NA,NA
"636","l_prot_child_sep_cat","at_least_one_non_severe","At least one non severe reason","Au moins une raison sans gravité",NA,NA,NA,NA
"637","l_prot_child_sep_cat","undefined","Undefined","Non défini",NA,NA,NA,NA
"638",NA,NA,NA,NA,NA,NA,NA,NA
"639","l_1_to_5","1","1","1",NA,NA,NA,NA
"640","l_1_to_5","2","2","2",NA,NA,NA,NA
"641","l_1_to_5","3","3","3",NA,NA,NA,NA
"642","l_1_to_5","4","4","4",NA,NA,NA,NA
"643","l_1_to_5","5","4+","4+",NA,NA,NA,NA
"644",NA,NA,NA,NA,NA,NA,NA,NA
"645","l_0_to_1","0","0","0",NA,NA,NA,NA
"646","l_0_to_1","1","1","1",NA,NA,NA,NA
"647",NA,NA,NA,NA,NA,NA,NA,NA
"648","l_etc_access_to_phone_best","none","None","Aucun",NA,NA,NA,NA
"649","l_etc_access_to_phone_best","smartphone","Smartphone (touchscreen, app store, advanced internet access)","Smartphone (écran tactile, possibilité de télécharger des applications, accès internet avancé",NA,NA,NA,NA
"650","l_etc_access_to_phone_best","feature_phone","Feature phone (basic internet access, some preinstalled apps, no app store, physical keyboard)","Téléphone numérique (accès basique à l'internet, applications pré-installées, pas de possibilité de télécharger des applications, clavier digital)",NA,NA,NA,NA
"651","l_etc_access_to_phone_best","basic_phone","Basic phone (Calls, SMS, mobile money, no Internet access)","Téléphone basique (appels, sms, mobile money, pas d'accès internet)",NA,NA,NA,NA
"652","l_etc_access_to_phone_best","undefined","Undefined","Non défini",NA,NA,NA,NA
"653",NA,NA,NA,NA,NA,NA,NA,NA
"654","l_etc_access_to_phone_coverage","no_coverage_or_no_phone","No coverage or no phone","Pas de couverture ou pas de téléphone",NA,NA,NA,NA
"655","l_etc_access_to_phone_coverage","no_internet_or_basic_phone","No internet or basic phone","Pas d'internet ou téléhone basique",NA,NA,NA,NA
"656","l_etc_access_to_phone_coverage","internet_feature_phone","Access to internet and feature phone","Accès à internet et à un téléphone numérique",NA,NA,NA,NA
"657","l_etc_access_to_phone_coverage","internet_smartphone","Access to internet and smartphone","Accès à internet et à un smartphone",NA,NA,NA,NA
"658","l_etc_access_to_phone_coverage","undefined","Undefined","Non défini",NA,NA,NA,NA
"659",NA,NA,NA,NA,NA,NA,NA,NA
"660","l_fsl_lcsi_cat","None","None","Aucune",NA,NA,NA,NA
"661","l_fsl_lcsi_cat","Stress","Stress","Stress",NA,NA,NA,NA
"662","l_fsl_lcsi_cat","Crisis","Crisis","Crise",NA,NA,NA,NA
"663","l_fsl_lcsi_cat","Emergency","Emergency","Urgence",NA,NA,NA,NA
"664",NA,NA,NA,NA,NA,NA,NA,NA
"665","l_fsl_hhs_cat","No or Little","No or Little","Pas ou peu",NA,NA,NA,NA
"666","l_fsl_hhs_cat","Moderate","Moderate","Modéré",NA,NA,NA,NA
"667","l_fsl_hhs_cat","Severe","Severe","Sévère",NA,NA,NA,NA
"668",NA,NA,NA,NA,NA,NA,NA,NA
"669","l_fsl_hhs_cat_ipc","None","None","Aucun",NA,NA,NA,NA
"670","l_fsl_hhs_cat_ipc","Little","Little","Léger",NA,NA,NA,NA
"671","l_fsl_hhs_cat_ipc","Moderate","Moderate","Modéré",NA,NA,NA,NA
"672","l_fsl_hhs_cat_ipc","Severe","Severe","Sévère",NA,NA,NA,NA
"673","l_fsl_hhs_cat_ipc","Very severe","Very severe","Très sévère",NA,NA,NA,NA
"674",NA,NA,NA,NA,NA,NA,NA,NA
"675","l_0_to_6","0","0","0",NA,NA,NA,NA
"676","l_0_to_6","1","1","1",NA,NA,NA,NA
"677","l_0_to_6","2","2","2",NA,NA,NA,NA
"678","l_0_to_6","3","3","3",NA,NA,NA,NA
"679","l_0_to_6","4","4","4",NA,NA,NA,NA
"680","l_0_to_6","5","5","5",NA,NA,NA,NA
"681","l_0_to_6","6","6","6",NA,NA,NA,NA
"682",NA,NA,NA,NA,NA,NA,NA,NA
"683","l_fsl_rcsi_cat","No to Low","No to Low","Aucune ou faible",NA,NA,NA,NA
"684","l_fsl_rcsi_cat","Medium","Medium","Moyen",NA,NA,NA,NA
"685","l_fsl_rcsi_cat","High","High","Elevé",NA,NA,NA,NA
"686",NA,NA,NA,NA,NA,NA,NA,NA
"687","l_fsl_fcs_cat","Poor","Poor","Pauvre",NA,NA,NA,NA
"688","l_fsl_fcs_cat","Borderline","Borderline","Limite",NA,NA,NA,NA
"689","l_fsl_fcs_cat","Acceptable","Acceptable","Acceptable",NA,NA,NA,NA
"690",NA,NA,NA,NA,NA,NA,NA,NA
"691","l_fsl_phase","Phase 1 FC","Phase 1 FC","Phase 1 FC",NA,NA,NA,NA
"692","l_fsl_phase","Phase 2 FC","Phase 2 FC","Phase 2 FC",NA,NA,NA,NA
"693","l_fsl_phase","Phase 3 FC","Phase 3 FC","Phase 3 FC",NA,NA,NA,NA
"694","l_fsl_phase","Phase 4 FC","Phase 4 FC","Phase 4 FC",NA,NA,NA,NA
"695","l_fsl_phase","Phase 5 FC","Phase 5 FC","Phase 5 FC",NA,NA,NA,NA
"696",NA,NA,NA,NA,NA,NA,NA,NA
"697","l_fclcm_phase","Phase 1 FCLC","Phase 1 FCLC","Phase 1 FCLC",NA,NA,NA,NA
"698","l_fclcm_phase","Phase 2 FCLC","Phase 2 FCLC","Phase 2 FCLC",NA,NA,NA,NA
"699","l_fclcm_phase","Phase 3 FCLC","Phase 3 FCLC","Phase 3 FCLC",NA,NA,NA,NA
"700","l_fclcm_phase","Phase 4 FCLC","Phase 4 FCLC","Phase 4 FCLC",NA,NA,NA,NA
"701","l_fclcm_phase","Phase 5 FCLC","Phase 5 FCLC","Phase 5 FCLC",NA,NA,NA,NA
