"","priority","level","theme","module","indicator","index","type","name","label_english","label_french","hint_english","hint_french","calculation","required","relevant","constraint","default","repeat_count","constraint_message_english","constraint_message_french","appearance","choice_filter","parameters","dataset","function_to_compose","r_package"
"207","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential Needs (LCS-EN)","Livelihood Coping Strategy - Essential Needs (LCS-EN)",250,"select_one l_fsl_lcsi","fsl_lcsi_en_crisis1","Crisis question 1: In the last 30 days, did your household [do X] due to a lack of resources to cover basic needs (such as food, shelter, health, education, etc.)?","Question de crise 1 : dans les 30 derniers jours, est ce que votre ménage a du [faire X] en réponse à un manque de ressources pour combler les besoins principaux du ménage (tels que la nourriture, l'abris, la santé, l'éducation, etc).",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential Needs (LCS-EN)","Livelihood Coping Strategy - Essential Needs (LCS-EN)",251,"select_one l_fsl_lcsi","fsl_lcsi_en_crisis2","Crisis question 2: In the last 30 days, did your household [do X] due to a lack of resources to cover basic needs (such as food, shelter, health, education, etc.)?","Question de crise 2 : dans les 30 derniers jours, est ce que votre ménage a du [faire X] en réponse à un manque de ressources pour combler les besoins principaux du ménage (tels que la nourriture, l'abris, la santé, l'éducation, etc).",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential Needs (LCS-EN)","Livelihood Coping Strategy - Essential Needs (LCS-EN)",252,"select_one l_fsl_lcsi","fsl_lcsi_en_crisis3","Crisis question 3: In the last 30 days, did your household [do X] due to a lack of resources to cover basic needs (such as food, shelter, health, education, etc.)?","Question de crise 3 : dans les 30 derniers jours, est ce que votre ménage a du [faire X] en réponse à un manque de ressources pour combler les besoins principaux du ménage (tels que la nourriture, l'abris, la santé, l'éducation, etc).",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential Needs (LCS-EN)","Livelihood Coping Strategy - Essential Needs (LCS-EN)",253,"select_one l_fsl_lcsi","fsl_lcsi_en_emergency1","Emergency question 1: In the last 30 days, did your household [do X] due to a lack of resources to cover basic needs (such as food, shelter, health, education, etc.)?","Question d'urgence 1 : dans les 30 derniers jours, est ce que votre ménage a du [faire X] en réponse à un manque de ressources pour combler les besoins principaux du ménage (tels que la nourriture, l'abris, la santé, l'éducation, etc).",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential Needs (LCS-EN)","Livelihood Coping Strategy - Essential Needs (LCS-EN)",254,"select_one l_fsl_lcsi","fsl_lcsi_en_emergency2","Emergency question 2: In the last 30 days, did your household [do X] due to a lack of resources to cover basic needs (such as food, shelter, health, education, etc.)?","Question d'urgence 2 : dans les 30 derniers jours, est ce que votre ménage a du [faire X] en réponse à un manque de ressources pour combler les besoins principaux du ménage (tels que la nourriture, l'abris, la santé, l'éducation, etc).",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential Needs (LCS-EN)","Livelihood Coping Strategy - Essential Needs (LCS-EN)",255,"select_one l_fsl_lcsi","fsl_lcsi_en_emergency3","Emergency question 3: In the last 30 days, did your household [do X] due to a lack of resources to cover basic needs (such as food, shelter, health, education, etc.)?","Question d'urence 3 : dans les 30 derniers jours, est ce que votre ménage a du [faire X] en réponse à un manque de ressources pour combler les besoins principaux du ménage (tels que la nourriture, l'abris, la santé, l'éducation, etc).",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential needs (LCS-EN) - additional reasons","% of households by additional reasons for use of livelihood-based coping strategies for essential needs",256,"select_multiple l_fsl_lcsi_en_other","fsl_lcsi_en_other_reason","What were the main reasons why your household decided to use these strategies?","Quelles ont été les principales raisons pour lesquelles votre ménage a décidé d’utiliser ces stratégies ?",NA,NA,NA,"TRUE","${fsl_lcsi_en_stress1} = 'yes' or ${fsl_lcsi_en_stress2} = 'yes' or ${fsl_lcsi_en_stress3} = 'yes' or ${fsl_lcsi_en_crisis3} = 'yes' or ${fsl_lcsi_en_stress4} = 'yes' or ${fsl_lcsi_en_crisis1} = 'yes' or ${fsl_lcsi_en_crisis2} = 'yes' or ${fsl_lcsi_en_emergency1} = 'yes' or ${fsl_lcsi_en_emergency2} = 'yes' or  ${fsl_lcsi_en_emergency3} = 'yes' or ${fsl_lcsi_en_stress1} = 'no_exhausted' or ${fsl_lcsi_en_stress2} = 'no_exhausted' or ${fsl_lcsi_en_stress3} = 'no_exhausted' or ${fsl_lcsi_en_crisis3} = 'no_exhausted' or ${fsl_lcsi_en_stress4} = 'no_exhausted' or ${fsl_lcsi_en_crisis1} = 'no_exhausted' or ${fsl_lcsi_en_crisis2} = 'no_exhausted' or ${fsl_lcsi_en_emergency1} = 'no_exhausted' or ${fsl_lcsi_en_emergency2} = 'no_exhausted' or  ${fsl_lcsi_en_emergency3} = 'no_exhausted'","not((selected(., 'dnk') or selected(., 'pnta')) and count-selected(.) > 1)",NA,NA,"Cannot select ""Don't know"" or ""Prefer not to answer"" with any other option","Ne peut pas sélectionner  ""Ne sait pas"" ou ""Préfère ne pas répondre avec une autre option de réponse",NA,NA,NA,NA,NA,NA
"214","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential needs (LCS-EN) - additional reasons","% of households by additional reasons for use of livelihood-based coping strategies for essential needs",256,"text","other_fsl_lcsi_en_other_reason","Please specify:","Merci de préciser :",NA,NA,NA,"TRUE","selected(${fsl_lcsi_en_other_reason}, 'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","1","main",NA,NA,NA,NA,"end_group","fsl","Food security & Livelihoods","Sécurité alimentaire et moyens d'existence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","1","main",NA,NA,NA,NA,"begin_group","cm","Cash & Markets","Cash & marchés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","1","main",NA,NA,NA,NA,"note","cm_note","This next section will ask questions about your income.","La section suivante s'intéresse à vos revenus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","1","main","Cash & markets","Income","Household income over the 30 days prior to data collection, by amount or % from each source",356,"select_multiple l_cm_income_source","cm_income_source","From what sources did your household receive income over the last 30 days?","
De quelles sources votre ménage a-t-il reçu des revenus au cours des 30 derniers jours ?","Please only report income received in the form of money, not items or services.","Veuillez ne rapporter que les revenus reçus sous forme d'argent, et non en nature ou en services.",NA,"TRUE",NA,"not((selected(., 'dnk') or selected(., 'none') or selected(., 'pnta')) and count-selected(.) > 1)",NA,NA,"Cannot select ""No expenditure"", ""Don't know"" or ""Prefer not to answer"" with any other option","Ne peut pas sélectionner ""Aucune dépenses"",  ""Ne sait pas"" ou ""Préfère ne pas répondre avec une autre option de réponse",NA,NA,NA,NA,NA,NA
"219","1 - choose one of the two income modules","main","Cash & markets","Income","Household income over the 30 days prior to data collection, by amount or % from each source",357,"note","cm_income_source_note_n","Can you estimate your household's income (in local currency) over the last 30 days from each of the following sources?","Pouvez-vous estimer le revenu de votre ménage (en monnaie locale) au cours des 30 derniers jours à partir de chacune des sources suivantes ?","Please only report income received in the form of money, not items or services.","Veuillez ne rapporter que les revenus reçus sous forme d'argent, et non en nature ou en services.",NA,NA,"not(selected(${cm_income_source}, 'none') or selected(${cm_income_source}, 'dnk') or selected(${cm_income_source}, 'pnta'))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",358,"integer","cm_income_source_salaried_n","1. Salaried work","1. Travail salarié",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'salaried')",".> 0 or .= -999",NA,NA,"Income amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"221","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",359,"integer","cm_income_source_casual_n","2. Casual or daily labour","2. Travail occasionnel ou journalier",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'casual')",".> 0 or .= -999",NA,NA,"Income amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"222","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",360,"integer","cm_income_source_own_business_n","3. Income from own business or regular trade","3. Revenus de son propre entreprise ou commerce régulier",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'own_business')",".> 0 or .= -999",NA,NA,"Income amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"223","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",361,"integer","cm_income_source_own_production_n","4. Income from own production (agriculture, livestock, fishing, food processing, home manufacture, etc.)","4. Revenus de sa propre production (agriculture, élevage, pêche, transformation alimentaire, fabrication à domicile, etc.)",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'own_production')",".> 0 or .= -999",NA,NA,"Income amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"224","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",362,"integer","cm_income_source_social_benefits_n","5. Government social benefits or assistance","5. Prestations ou aides sociales gouvernementales",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'social_benefits')",".> 0 or .= -999",NA,NA,"Income amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"225","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",363,"integer","cm_income_source_rent_n","6. Income from rent","6. Revenus issus de la location",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'rent')",".> 0 or .= -999",NA,NA,"Income amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"226","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",364,"integer","cm_income_source_remittances_n","7. Remittances","7. Envois de fonds / rémitances",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'remittances')",".> 0 or .= -999",NA,NA,"Income amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"227","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",365,"integer","cm_income_source_assistance_n","8. Humanitarian assistance","8. Aide humanitaire",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'assistance')",".> 0 or .= -999",NA,NA,"Income amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"228","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",366,"integer","cm_income_source_support_friends_n","9. Loans or support from family or friends (not including remittances)","9. Prêts ou soutien de la famille et des amis (à l'exclusion des envois de fonds)",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'support_friends')",".> 0 or .= -999",NA,NA,"Income amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"229","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",367,"integer","cm_income_source_donation_n","10. Loans, support, or charitable donations from community members (not including humanitarian assistance)","10. Prêts, soutien ou dons de charité de membres de la communauté (à l'exclusion de l'aide humanitaire)",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'donation')",".> 0 or .= -999",NA,NA,"Income amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"230","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",368,"integer","cm_income_source_other_n","11. Other (please specify)","11. Autre (préciser)",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'other')",".> 0 or .= -999",NA,NA,"Income amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"231","1 - choose one of the two income modules","main","Cash & markets","Income (option A - amount by category)","Household income over the 30 days prior to data collection, by amount or % from each source",NA,"text","other_cm_income_source_other_n","Please specify the other sources of income:","Merci de préciser les autres sources de revenus:",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",369,"integer","cm_income_source_total_prop","Can you estimate your household's total income (in local currency) over the last 30 days from the sources you mentioned?","Pouvez-vous estimer le revenu total de votre ménage (en monnaie locale) au cours des 30 derniers jours à partir des sources que vous avez mentionnées ?","Please only report income received in the form of money, not items or services.","Veuillez ne rapporter que les revenus reçus sous forme d'argent, et non en nature ou en services.",NA,"TRUE",NA,".> 0",NA,NA,"Income amount must be above 0","Le montant doit être supérieur à 0",NA,NA,NA,NA,NA,NA
"233","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",370,"note","cm_income_source_note_prop","Can you estimate what percentage of your household's income over the last 30 days came from each of the following sources?","Pouvez-vous estimer le pourcentage du revenu de votre ménage au cours des 30 derniers jours provenant de chacune des sources suivantes ?","Please only report income received in the form of money, not items or services.","Veuillez ne rapporter que les revenus reçus sous forme d'argent, et non en nature ou en services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",371,"integer","cm_income_source_salaried_prop","1. Salaried work","
1. Travail salarié",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'salaried')","(.> 0 and .<= 100) or .= -999",NA,NA,"Income proportion must be between 0 and 100 or -999 if don't know/prefer not to answer","La proportion doit être entre 0 et 100 ou  -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"235","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",372,"integer","cm_income_source_casual_prop","2. Casual or daily labour","2. Travail occasionnel ou journalier",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'casual')","(.> 0 and .<= 100) or .= -999",NA,NA,"Income proportion must be between 0 and 100 or -999 if don't know/prefer not to answer","La proportion doit être entre 0 et 100 ou  -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"236","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",373,"integer","cm_income_source_own_business_prop","3. Income from own business or regular trade","3. Revenus de son propre entreprise ou commerce régulier",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'own_business')","(.> 0 and .<= 100) or .= -999",NA,NA,"Income proportion must be between 0 and 100 or -999 if don't know/prefer not to answer","La proportion doit être entre 0 et 100 ou  -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"237","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",374,"integer","cm_income_source_own_production_prop","4. Income from own production (agriculture, livestock, fishing, food processing, home manufacture, etc.)","4. Revenus de sa propre production (agriculture, élevage, pêche, transformation alimentaire, fabrication à domicile, etc.)",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'own_production')","(.> 0 and .<= 100) or .= -999",NA,NA,"Income proportion must be between 0 and 100 or -999 if don't know/prefer not to answer","La proportion doit être entre 0 et 100 ou  -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"238","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",375,"integer","cm_income_source_social_benefits_prop","5. Government social benefits or assistance","5. Prestations ou aides sociales gouvernementales",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'social_benefits')","(.> 0 and .<= 100) or .= -999",NA,NA,"Income proportion must be between 0 and 100 or -999 if don't know/prefer not to answer","La proportion doit être entre 0 et 100 ou  -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"239","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",376,"integer","cm_income_source_rent_prop","6. Income from rent","6. Revenus issus de la location",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'rent')","(.> 0 and .<= 100) or .= -999",NA,NA,"Income proportion must be between 0 and 100 or -999 if don't know/prefer not to answer","La proportion doit être entre 0 et 100 ou  -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"240","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",377,"integer","cm_income_source_remittances_prop","7. Remittances","7. Envois de fonds / rémitances",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'remittances')","(.> 0 and .<= 100) or .= -999",NA,NA,"Income proportion must be between 0 and 100 or -999 if don't know/prefer not to answer","La proportion doit être entre 0 et 100 ou  -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"241","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",378,"integer","cm_income_source_assistance_prop","8. Humanitarian assistance","8. Aide humanitaire",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'assistance')","(.> 0 and .<= 100) or .= -999",NA,NA,"Income proportion must be between 0 and 100 or -999 if don't know/prefer not to answer","La proportion doit être entre 0 et 100 ou  -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"242","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",379,"integer","cm_income_source_support_friends_prop","9. Loans or support from family or friends (not including remittances)","9. Prêts ou soutien de la famille et des amis (à l'exclusion des envois de fonds)",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'support_friends')","(.> 0 and .<= 100) or .= -999",NA,NA,"Income proportion must be between 0 and 100 or -999 if don't know/prefer not to answer","La proportion doit être entre 0 et 100 ou  -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"243","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",380,"integer","cm_income_source_donation_prop","10. Loans, support, or charitable donations from community members (not including humanitarian assistance)","10. Prêts, soutien ou dons de charité de membres de la communauté (à l'exclusion de l'aide humanitaire)",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'donation')","(.> 0 and .<= 100) or .= -999",NA,NA,"Income proportion must be between 0 and 100 or -999 if don't know/prefer not to answer","La proportion doit être entre 0 et 100 ou  -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"244","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",381,"integer","cm_income_source_other_prop","11. Other (please specify)","11. Autre (préciser)",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'other')","(.> 0 and .<= 100) or .= -999",NA,NA,"Income proportion must be between 0 and 100 or -999 if don't know/prefer not to answer","La proportion doit être entre 0 et 100 ou  -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"245","1 - choose one of the two income modules","main","Cash & markets","Income (option B - amount by proportion)","Household income over the 30 days prior to data collection, by amount or % from each source",NA,"text","other_cm_income_source_other_prop","Please specify the other sources of income:","Merci de préciser les autres sources de revenus:",NA,NA,NA,"TRUE","selected(${cm_income_source}, 'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2","main","Cash & markets","Expenditure","Household expenditures in the 30 days prior to data collection, by amount and % per type",382,"select_multiple l_cm_expenditure_frequent","cm_expenditure_frequent","Out of the following categories of items and services for domestic consumption, on which ones did your household spend any money over the last 30 days?","Parmi les catégories suivantes d'articles et de services destinés à la consommation domestique, quelles sont celles pour lesquelles votre ménage a dépensé de l'argent au cours des 30 derniers jours ?",NA,NA,NA,"TRUE",NA,"not((selected(., 'dnk') or selected(., 'none') or selected(., 'pnta')) and count-selected(.) > 1)",NA,NA,"Cannot select ""No expenditure"", ""Don't know"" or ""Prefer not to answer"" with any other option","Ne peut pas sélectionner ""Aucune dépenses"",  ""Ne sait pas"" ou ""Préfère ne pas répondre avec une autre option de réponse",NA,NA,NA,NA,NA,NA
"247","2","main","Cash & markets","Expenditure","Household expenditures in the 30 days prior to data collection, by amount and % per type",383,"note","cm_expenditure_frequent_note","During the past 30 days, how much did your household spend, in local currency, on each of the following categories of items and services for domestic consumption?

For each, please estimate the total amount spent by your household using all modalities (cash, credit, mobile money, etc.).","Au cours des 30 derniers jours, combien votre ménage a-t-il dépensé, en monnaie locale, pour chacune des catégories suivantes d'articles et de services destinés à la consommation domestique ?

Pour chaque catégorie, veuillez estimer le montant total dépensé par votre ménage, toutes modalités confondues (argent liquide, crédit, argent mobile, etc.).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2","main","Cash & markets","Expenditure","Household expenditures in the 30 days prior to data collection, by amount and % per type",384,"integer","cm_expenditure_frequent_food","1. Food items","1. Produits alimentaires",NA,NA,NA,"TRUE","selected(${cm_expenditure_frequent}, 'food')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"249","2","main","Cash & markets","Expenditure","Household expenditures in the 30 days prior to data collection, by amount and % per type",385,"integer","cm_expenditure_frequent_rent","2. Rent for shelter and/or land","2. Loyer d'un logement et/ou d'un terrain",NA,NA,NA,"TRUE","selected(${cm_expenditure_frequent}, 'rent')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"250","2","main","Cash & markets","Expenditure","Household expenditures in the 30 days prior to data collection, by amount and % per type",386,"integer","cm_expenditure_frequent_water","3. Water (from all sources combined)","3. Eau (toutes sources confondues)",NA,NA,NA,"TRUE","selected(${cm_expenditure_frequent}, 'water')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"251","2","main","Cash & markets","Expenditure","Household expenditures in the 30 days prior to data collection, by amount and % per type",387,"integer","cm_expenditure_frequent_nfi","4. Non-food household items for regular purchase (hygiene items, lightbulbs, etc.)","4. Articles ménagers non alimentaires à acheter régulièrement (articles d'hygiène, ampoules électriques, etc.)",NA,NA,NA,"TRUE","selected(${cm_expenditure_frequent}, 'nfi')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"252","2","main","Cash & markets","Expenditure","Household expenditures in the 30 days prior to data collection, by amount and % per type",388,"integer","cm_expenditure_frequent_utilities","5. Utilities (electricity or gas connections, etc.)","5. Services publics (raccordements à l'électricité ou au gaz, etc.)",NA,NA,NA,"TRUE","selected(${cm_expenditure_frequent}, 'utilities')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"253","2","main","Cash & markets","Expenditure","Household expenditures in the 30 days prior to data collection, by amount and % per type",389,"integer","cm_expenditure_frequent_fuel","6. Fuel (for cooking, for vehicles, etc.)","6. Carburant (pour la cuisine, pour les véhicules, etc.)",NA,NA,NA,"TRUE","selected(${cm_expenditure_frequent}, 'fuel')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"254","2","main","Cash & markets","Expenditure","Household expenditures in the 30 days prior to data collection, by amount and % per type",390,"integer","cm_expenditure_frequent_transportation","7. Transportation (not including vehicle fuel)","7. Transport (à l'exclusion du carburant pour les véhicules)",NA,NA,NA,"TRUE","selected(${cm_expenditure_frequent}, 'transportation')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"255","2","main","Cash & markets","Expenditure","Household expenditures in the 30 days prior to data collection, by amount and % per type",391,"integer","cm_expenditure_frequent_communication","8. Communications (phone airtime, Internet costs, etc.)","8. Communications (crédit de communication, coûts d'Internet, etc.)",NA,NA,NA,"TRUE","selected(${cm_expenditure_frequent}, 'communication')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
"256","2","main","Cash & markets","Expenditure","Household expenditures in the 30 days prior to data collection, by amount and % per type",392,"integer","cm_expenditure_frequent_other","9. All other frequent expenditures (please specify)","9. Toutes les autres dépenses fréquentes (préciser)",NA,NA,NA,"TRUE","selected(${cm_expenditure_frequent}, 'other')",".> 0 or .= -999",NA,NA,"Expenditure amount must be above 0 or -999 if don't know/prefer not to answer","Le montant doit être supérieur à 0 ou -999 si ne sait pas/préfère ne pas répondre",NA,NA,NA,NA,NA,NA
